seller_id,first_name,last_name,email,year of birth,country_of_origin
967,Natalie,Fuller,alejandro73@example.net,1968,Chile
968,Alicia,Carroll,edward03@example.com,1963,Rwanda
969,David,Henry,hansonlaurie@example.net,1948,Chile
970,Kathy,Smith,colecurtis@example.com,1951,Kenya
971,Cheryl,Huffman,hughesdanielle@example.com,1948,Rwanda
972,Dana,Chapman,edward97@example.org,1985,DRC
973,Heather,Tate,carsonjason@example.com,1948,Bangladesh
974,Edward,Moore,gmccarthy@example.net,1978,DRC
975,Dean,Moore,westphilip@example.net,1968,Australia
976,Justin,Schwartz,wcole@example.org,1983,DRC
977,Brandon,Miller,nicolehall@example.org,1988,Rwanda
